,Mail_Type,Mail_Message,transformed_text
4164,ham,i ve told you everything will stop  just dont let her get dehydrated ,told everyth stop dont let get dehydr
4165,ham,or i guess   lt   gt   min,guess lt gt min
4166,ham,i m home  ard wat time will u reach ,home ard wat time u reach
4167,ham,if you want to mapquest it or something look up  usf dogwood drive  ,want mapquest someth look usf dogwood drive
4168,ham,aight should i just plan to come up later tonight ,aight plan come later tonight
4169,ham,die    i accidentally deleted e msg i suppose 2 put in e sim archive  haiz    i so sad   ,die accident delet e msg suppos 2 put e sim archiv haiz sad
4170,spam,welcome to uk mobile date this msg is free giving you free calling to 08719839835  future mgs billed at 150p daily  to cancel send  go stop   to 89123 ,welcom uk mobil date msg free give free call 08719839835 futur mg bill 150p daili cancel send go stop 89123
4171,ham,this is wishing you a great day  moji told me about your offer and as always i was speechless  you offer so easily to go to great lengths on my behalf and its stunning  my exam is next friday  after that i will keep in touch more  sorry ,wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri
4172,ham,thanks again for your reply today  when is ur visa coming in  and r u still buying the gucci and bags  my sister things are not easy  uncle john also has his own bills so i really need to think about how to make my own money  later sha ,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha
4173,ham,sorry i flaked last night  shit s seriously goin down with my roommate  what you up to tonight ,sorri flake last night shit serious goin roommat tonight
4174,ham,he said i look pretty wif long hair wat  but i thk he s cutting quite short 4 me leh ,said look pretti wif long hair wat thk cut quit short 4 leh
4175,ham, cheers for callin babe sozi culdnt talkbut i wannatell u details later wenwecan chat properly x   ,cheer callin babe sozi culdnt talkbut wannatel u detail later wenwecan chat properli x
4176,ham,hey u still at the gym ,hey u still gym
4177,ham,much better now thanks lol,much better thank lol
4178,ham,nothing  smsing u n xy lor  sorry lor da guys neva c u in person but they sort of know u lor  so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting ,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meet
4179,ham,lemme know when i can swing by and pick up  i m free basically any time after 1 all this semester,lem know swing pick free basic time 1 semest
4180,ham,wa    u so efficient    gee    thanx   ,wa u effici gee thanx
4181,spam,3  you have received your mobile content  enjoy,3 receiv mobil content enjoy
4182,ham,s but not able to sleep ,abl sleep
4183,spam,want explicit sex in 30 secs  ring 02073162414 now  costs 20p min,want explicit sex 30 sec ring 02073162414 cost 20p min
4184,ham,we will meet soon princess  ttyl ,meet soon princess ttyl
4185,ham,i ll pick you up at about 5 15pm to go to taunton if you still want to come ,pick 5 15pm go taunton still want come
4186,ham,oh    only 4 outside players allowed to play know,oh 4 outsid player allow play know
4187,ham,i anything lor ,anyth lor
4188,ham,erutupalam thandiyachu,erutupalam thandiyachu
4189,ham,y cant u try new invention to fly  i m not joking  ,cant u tri new invent fli joke
4190,ham,no  its ful of song lyrics  ,ful song lyric
4191,ham,what do u reckon as need 2 arrange transport if u can t do it  thanks,u reckon need 2 arrang transport u thank
4192,ham,true lov n care wil nevr go unrecognized  though somone often makes mistakes when valuing it  but they will definitly undrstnd once when they start missing it ,true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss
4193,ham,shopping  eh ger i toking abt syd leh   haha,shop eh ger toke abt syd leh haha
4194,ham,what not under standing ,stand
4195,ham,have   good weekend ,good weekend
4196,ham,miss call miss call khelate kintu opponenter miss call dhorte lage  thats d rule  one with great phone receiving quality wins ,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win
4197,ham,call me when you get the chance plz  lt 3,call get chanc plz lt 3
4198,ham,the new deus ex game comin early next yr,new deu ex game comin earli next yr
4199,ham,my computer just fried the only essential part we don t keep spares of because my fucking idiot roommates looovvve leaving the thing running on full   lt   gt   7,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt 7
4200,ham,my friend  she s studying at warwick  we ve planned to go shopping and to concert tmw  but it may be canceled  havn t seen  for ages  yeah we should get together sometime ,friend studi warwick plan go shop concert tmw may cancel havn seen age yeah get togeth sometim
4201,ham,probably a couple hours tops,probabl coupl hour top
4202,ham,lol     grins     i m not babe  but thanks for thinking of me ,lol grin babe thank think
4203,ham,man this bus is so so so slow  i think you re gonna get there before me,man bu slow think gon na get
4204,ham,hope this text meets you smiling  if not then let this text give you a reason to smile  have a beautiful day ,hope text meet smile let text give reason smile beauti day
4205,ham,in case you wake up wondering where i am  i forgot i have to take care of something for grandma today  should be done before the parade,case wake wonder forgot take care someth grandma today done parad
4206,spam,latest nokia mobile or ipod mp3 player    400 proze guaranteed  reply with  win to 83355 now  norcorp ltd   1 50 mtmsgrcvd18 ,latest nokia mobil ipod mp3 player 400 proze guarante repli win 83355 norcorp ltd 1 50 mtmsgrcvd18
4207,spam,sms services  for your inclusive text credits  pls goto www comuk net login  3qxj9 unsubscribe with stop  no extra charge  help 08702840625 comuk  220 cm2 9ae,sm servic inclus text credit pl goto www comuk net login 3qxj9 unsubscrib stop extra charg help 08702840625 comuk 220 cm2 9ae
4208,ham,nvm take ur time ,nvm take ur time
4209,ham,so wat s da decision ,wat da decis
4210,ham,wot is u up 2 then bitch ,wot u 2 bitch
4211,ham,she told to hr that he want posting in chennai  because i m working here  ,told hr want post chennai work
4212,spam,mobile club  choose any of the top quality items for your mobile  7cfca1a,mobil club choos top qualiti item mobil 7cfca1a
4213,ham,when are you guys leaving ,guy leav
4214,ham,he neva grumble but i sad lor    hee    buy tmr lor aft lunch  but we still meetin 4 lunch tmr a not  neva hear fr them lei     got a lot of work ar ,neva grumbl sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei got lot work ar
4215,ham,not able to do anything ,abl anyth
4216,ham,   takin linear algebra today ,takin linear algebra today
4217,ham,this weekend is fine  an excuse not to do too much decorating ,weekend fine excus much decor
4218,ham,sorry i missed you babe  i was up late and slept in  i hope you enjoy your driving lesson  boytoy  i miss you too      teasing kiss ,sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss
4219,ham,now project pa  after that only i can come ,project pa come
4220,spam,money i have won wining number 946 wot do i do next,money wine number 946 wot next
4221,ham,sure  whenever you show the fuck up  gt   ,sure whenev show fuck gt
4222,ham,that was random saw my old roomate on campus  he graduated,random saw old roomat campu graduat
4223,ham,men always needs a beautiful  intelligent  caring  loving  adjustable  cooperative wife  but the law allows only one wife    ,men alway need beauti intellig care love adjust cooper wife law allow one wife
4224,ham,that sucks  so what do you got planned for your yo valentine  i am your yo valentine aren t i ,suck got plan yo valentin yo valentin
4225,ham,just got part nottingham   3 hrs 63miles  good thing i love my man so much  but only doing 40mph  hey ho,got part nottingham 3 hr 63mile good thing love man much 40mph hey ho
4226,ham,what to think no one saying clearly  ok leave no need to ask her  i will go if she come or not,think one say clearli ok leav need ask go come
4227,ham,hi good mornin   thanku wish u d same  ,hi good mornin thanku wish u
4228,ham,do u want 2 meet up 2morro,u want 2 meet 2morro
4229,ham,actually i decided i was too hungry so i haven t left yet  v,actual decid hungri left yet v
4230,ham,i ve sent    my part  ,sent part
4231,ham,cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor  then he started guessing who i was wif n he finally guessed darren lor ,co shop wif darren ju n call 2 ask wat present wan lor start guess wif n final guess darren lor
4232,spam,i want some cock  my hubby s away  i need a real man 2 satisfy me  txt wife to 89938 for no strings action   txt stop 2 end  txt rec   1 50ea  otbox 731 la1 7ws   ,want cock hubbi away need real man 2 satisfi txt wife 89938 string action txt stop 2 end txt rec 1 50ea otbox 731 la1 7w
4233,ham,understand  his loss is my gain    so do you work  school ,understand loss gain work school
4234,ham,how are u  i have missed u  i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college  sad isnt it xx,u miss u havent 2 much bit bore holiday want 2 go bak 2 colleg sad isnt xx
4235,ham,hiya  probably coming home   weekend after next,hiya probabl come home weekend next
4236,ham,don t forget though that i love you      and i walk beside you  watching over you and keeping your heart warm ,forget though love walk besid watch keep heart warm
4237,ham,i wish things were different  i wonder when i will be able to show you how much i value you  pls continue the brisk walks no drugs without askin me please and find things to laugh about  i love you dearly ,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli
4238,ham,ok both our days  so what are you making for dinner tonite  am i invited ,ok day make dinner tonit invit
4239,spam,gr8 new service   live sex video chat on your mob   see the sexiest dirtiest girls live on ur phone   4 details text horny to 89070 to cancel send stop to 89070,gr8 new servic live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horni 89070 cancel send stop 89070
4240,ham,i have no money 4 steve mate   ,money 4 steve mate
4241,ham,im late tellmiss im on my way,im late tellmiss im way
4242,ham,normally i use to drink more water daily  ,normal use drink water daili
4243,ham,dare i ask    any luck with sorting out the car ,dare ask luck sort car
4244,ham,party s at my place at usf  no charge  but if you can contribute in any way it is greatly appreciated  and yeah  we got room for one more,parti place usf charg contribut way greatli appreci yeah got room one
4245,ham,urgh  coach hot  smells of chip fat  thanks again  especially for the duvet  not a predictive text word  ,urgh coach hot smell chip fat thank especi duvet predict text word
4246,ham,hiya  how was last night  i ve been naughty and bought myself clothes and very little     ready for more shopping tho  what kind of time do you wanna meet ,hiya last night naughti bought cloth littl readi shop tho kind time wan na meet
4247,spam,freemsg hi baby wow just got a new cam moby  wanna c a hot pic  or fancy a chat im w8in 4utxt   rply chat to 82242 hlp 08712317606 msg150p 2rcv,freemsg hi babi wow got new cam mobi wan na c hot pic fanci chat im w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv
4248,ham,i ve been trying to reach him without success,tri reach without success
4249,ham,when you and derek done with class ,derek done class
4250,ham,never y lei    i v lazy    got wat  dat day    send me da url cant work one   ,never lei v lazi got wat dat day send da url cant work one
4251,ham,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes    always remember a stupid friend is here to share    bslvyl,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl
4252,ham,hey mate  spoke to the mag people  we   re on   the is deliver by the end of the month  deliver on the 24th sept  talk later  ,hey mate spoke mag peopl deliv end month deliv 24th sept talk later
4253,ham,haha  my friend tyler literally just asked if you could get him a dubsack,haha friend tyler liter ask could get dubsack
4254,ham, hey  do u fancy meetin me at 4 at cha    hav a lil beverage on me  if not txt or ring me and we can meet up l8r  quite tired got in at 3 v pist    love pete x x x   ,hey u fanci meetin 4 cha hav lil beverag txt ring meet l8r quit tire got 3 v pist love pete x x x
4255,ham,great  have a safe trip  dont panic surrender all ,great safe trip dont panic surrend
4256,ham, symptoms   when u are in love    1 u like listening songs 2 u get stopped where u see the name of your beloved 3 u won t get angry when your ,symptom u love 1 u like listen song 2 u get stop u see name belov 3 u get angri
4257,ham,sun ah    thk mayb can if dun have anythin on    thk have to book e lesson    e pilates is at orchard mrt u noe hor     ,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor
4258,ham,try to do something dear  you read something for exams,tri someth dear read someth exam
4259,ham,gettin rdy to ship comp,gettin rdi ship comp
4260,ham,i am in hospital da    i will return home in evening,hospit da return home even
4261,ham,piss is talking is someone that realise u that point this at is it  now read it backwards ,piss talk someon realis u point read backward
4262,ham,think   da  you wil do ,think da wil
4263,ham,i m awake oh  what s up ,awak oh
4264,ham,good afternoon my boytoy  how goes that walking here and there day   did you get that police abstract  are you still out and about  i wake and miss you babe,good afternoon boytoy goe walk day get polic abstract still wake miss babe
4265,ham,how much u trying to get ,much u tri get
4266,ham,come around   lt decimal gt  pm vikky  i m otside nw  il come by tht time,come around lt decim gt pm vikki otsid nw il come tht time
4267,ham,tell me again what your address is,tell address
4268,ham,should i buy him a blackberry bold 2 or torch  should i buy him new or used  let me know  plus are you saying i should buy the   lt   gt  g wifi ipad  and what are you saying about the about the   lt   gt  g ,buy blackberri bold 2 torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g
4269,ham,but you were together so you should be thinkin about him,togeth thinkin
4270,ham,hiya hows it going in sunny africa  hope u r avin a good time  give that big old silver back a big kiss from me ,hiya how go sunni africa hope u r avin good time give big old silver back big kiss
4271,ham,at what time should i come tomorrow,time come tomorrow
4272,spam,wanna have a laugh  try chit chat on your mobile now  logon by txting the word  chat and send it to no  8883 cm po box 4217 london w1a 6zf 16  118p msg rcvd,wan na laugh tri chit chat mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd
4273,ham, cha quiteamuzing that  scool babe,cha quiteamuz scool babe
4274,ham,omg how did u know what i ate ,omg u know ate
4275,spam, urgent  this is the 2nd attempt to contact u u have won   1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary  max  7  50   ,urgent 2nd attempt contact u u 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvari max 7 50
4276,ham,   but your not here    ,
4277,ham,not directly behind    abt 4 rows behind      ,directli behind abt 4 row behind
4278,spam,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed   free entry 2 100 wkly draw txt music to 87066,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066
4279,spam,had your contract mobile 11 mnths  latest motorola  nokia etc  all free  double mins   text on orange tariffs  text yes for callback  no to remove from records,contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record
4280,spam,urgent  call 09066350750 from your landline  your complimentary 4  ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18 ,urgent call 09066350750 landlin complimentari 4 ibiza holiday 10 000 cash await collect sae cs po box 434 sk3 8wp 150 ppm 18
4281,ham,no plans yet  what are you doing  ,plan yet
4282,ham,hi     my engagement has been fixd on   lt   gt  th of next month  i know its really shocking bt    hmm njan vilikkam    t ws al of a sudn    ,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn
4283,ham,not course  only maths one day one chapter with in one month we can finish ,cours math one day one chapter one month finish
4284,ham,wow didn t think it was that common  i take it all back ur not a freak  unless u chop it off   ,wow think common take back ur freak unless u chop
4285,ham,noooooooo please  last thing i need is stress  for once in your life be fair ,noooooooo pleas last thing need stress life fair
4286,spam,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08718727870150ppm,u secret admir look 2 make contact u find r reveal think ur special call 09065171142 stopsm 08718727870150ppm
4287,ham,i ll see if i can swing by in a bit  got some things to take care of here firsg,see swing bit got thing take care firsg
4288,ham,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person  i ll make a trip to ptbo for that  i hope everything is good with you babe and i love ya   ,want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya
4289,ham,have you not finished work yet or something ,finish work yet someth
4290,ham,right it wasnt you who phoned it was someone with a number like yours ,right wasnt phone someon number like
4291,ham,it s ok i wun b angry  msg u aft i come home tonight ,ok wun b angri msg u aft come home tonight
4292,ham,i had a good time too  its nice to do something a bit different with my weekends for a change  see ya soon,good time nice someth bit differ weekend chang see ya soon
4293,ham,yo sorry was in the shower sup,yo sorri shower sup
4294,ham,carlos is down but i have to pick it up from him  so i ll swing by usf in a little bit,carlo pick swing usf littl bit
4295,ham,full heat pa    i have applyed oil pa ,full heat pa appli oil pa
4296,ham,i m stuck in da middle of da row on da right hand side of da lt    ,stuck da middl da row da right hand side da lt
4297,ham,have you laid your airtel line to rest ,laid airtel line rest
4298,ham,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf
4299,spam,freemsg  txt  call to no  86888   claim your reward of 3 hours talk time to use from your phone now  subscribe6gbp mnth inc 3hrs 16 stop txtstop,freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbp mnth inc 3hr 16 stop txtstop
4300,ham, hey j  r u feeling any better,hey j r u feel better
4301,ham,and i don t plan on staying the night but i prolly won t be back til late,plan stay night prolli back til late
4302,ham,thanx 4 puttin da fone down on me  ,thanx 4 puttin da fone
4303,ham,i need an 8th but i m off campus atm  could i pick up in an hour or two ,need 8th campu atm could pick hour two
4304,ham,oh    haha    den we shld had went today too    gee  nvm la    kaiez  i dun mind goin jazz oso    scared hiphop open cant catch up    ,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch
4305,ham,been running but only managed 5 minutes and then needed oxygen  might have to resort to the roller option ,run manag 5 minut need oxygen might resort roller option
4306,ham,we live in the next   lt   gt  mins,live next lt gt min
4307,ham,y de asking like this ,de ask like
4308,ham,just glad to be talking to you ,glad talk
4309,ham,wat time    finish ,wat time finish
4310,ham,sorry da  i gone mad so many pending works what to do ,sorri da gone mad mani pend work
4311,ham,how much you got for cleaning,much got clean
4312,ham,hows my favourite person today  r u workin hard  couldn t sleep again last nite nearly rang u at 4 30,how favourit person today r u workin hard sleep last nite nearli rang u 4 30
4313,spam,sunshine quiz  win a super sony dvd recorder if you canname the capital of australia  text mquiz to 82277  b,sunshin quiz win super soni dvd record cannam capit australia text mquiz 82277 b
4314,ham,   called dad oredi   ,call dad oredi
4315,ham,good  do you think you could send me some pix  i would love to see your top and bottom   ,good think could send pix would love see top bottom
4316,ham,nvm    i m going to wear my sport shoes anyway    i m going to be late leh ,nvm go wear sport shoe anyway go late leh
4317,ham,sorry  i ll call later in meeting ,sorri call later meet
4318,ham,this is a long fuckin showr,long fuckin showr
4319,ham,received  understood n acted upon ,receiv understood n act upon
4320,ham,they finally came to fix the ceiling ,final came fix ceil
4321,ham,u need my presnts always bcz u cant mis love   jeevithathile irulinae neekunna prakasamanu sneham   prakasam ennal prabha  that mns prabha is love  got it  dont mis me     ,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi
4322,ham,jus finish blowing my hair  u finish dinner already ,ju finish blow hair u finish dinner alreadi
4323,ham,i m on the bus  love you,bu love
4324,ham,lol     i knew that      i saw him in the dollar store,lol knew saw dollar store
4325,spam,todays voda numbers ending with 7634 are selected to receive a   350 reward  if you have a match please call 08712300220 quoting claim code 7684 standard rates apply ,today voda number end 7634 select receiv 350 reward match pleas call 08712300220 quot claim code 7684 standard rate appli
4326,ham,only saturday and sunday holiday so its very difficult  ,saturday sunday holiday difficult
4327,ham,everybody had fun this evening  miss you ,everybodi fun even miss
4328,ham,got hella gas money  want to go on a grand nature adventure with galileo in a little bit ,got hella ga money want go grand natur adventur galileo littl bit
4329,ham,oh wow thats gay  will firmware update help,oh wow that gay firmwar updat help
4330,ham,these won t do  have to move on to morphine,move morphin
4331,ham,how come i din c       yup i cut my hair   ,come din c yup cut hair
4332,ham,k k pa had your lunch aha ,k k pa lunch aha
4333,ham,captain vijaykanth is doing comedy in captain tv  he is drunken   ,captain vijaykanth comedi captain tv drunken
4334,ham,of course  i guess god s just got me on hold right now ,cours guess god got hold right
4335,ham,do you hide anythiing or keeping distance from me,hide anythi keep distanc
4336,ham,havent ,havent
4337,spam,you are being ripped off  get your mobile content from www clubmoby com call 08717509990 poly true pix ringtones games six downloads for only 3,rip get mobil content www clubmobi com call 08717509990 poli true pix rington game six download 3
4338,ham,sorry i din lock my keypad ,sorri din lock keypad
4339,ham,are you planning to come chennai ,plan come chennai
4340,spam,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705
4341,ham,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands   now plz dont ask y he created so much gap between legs    ,god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg
4342,ham,we are okay  going to sleep now  later,okay go sleep later
4343,ham,finally it has happened    aftr decades    beer is now cheaper than petrol  the goverment expects us to  drink        but don t   drive    ,final happen aftr decad beer cheaper petrol gover expect us drink drive
4344,spam,a   400 xmas reward is waiting for you  our computer has randomly picked you from our loyal mobile customers to receive a   400 reward  just call 09066380611 ,400 xma reward wait comput randomli pick loyal mobil custom receiv 400 reward call 09066380611
4345,ham,where r e meeting tmr ,r e meet tmr
4346,ham,lol yes  but it will add some spice to your day ,lol ye add spice day
4347,ham,our prasanth ettans mother passed away last night  just pray for her and family ,prasanth ettan mother pass away last night pray famili
4348,ham,k  i ll work something out,k work someth
4349,spam,private  your 2003 account statement for shows 800 un redeemed s  i  m  points  call 08718738002 identifier code  48922 expires 21 11 04,privat 2003 account statement show 800 un redeem point call 08718738002 identifi code 48922 expir 21 11 04
4350,ham,this message is from a great doctor in india     1  do not drink appy fizz  it contains cancer causing age,messag great doctor india 1 drink appi fizz contain cancer caus age
4351,ham,you call him and tell now infront of them  call him now ,call tell infront call
4352,ham,ok no prob   ,ok prob
4353,ham,ladies first and genus second k  ,ladi first genu second k
4354,ham,no  yes please  been swimming ,ye pleas swim
4355,ham,mum not going robinson already ,mum go robinson alreadi
4356,ham,ok set let u noe e details later   ,ok set let u noe e detail later
4357,ham,not  tel software name  ,tel softwar name
4358,ham,i send the print  outs da ,send print out da
4359,ham,im realy soz imat my mums 2nite what about 2moro ,im reali soz imat mum 2nite 2moro
4360,ham,when i was born  god said   oh no  another idiot    when you were born,born god said oh anoth idiot born
4361,ham,i didnt get ur full msg  sometext is missing  send it again,didnt get ur full msg sometext miss send
4362,ham,probably not  i m almost out of gas and i get some cash tomorrow,probabl almost ga get cash tomorrow
4363,spam,customer service announcement  we recently tried to make a delivery to you but were unable to do so  please call 07099833605 to re schedule  ref 9280114,custom servic announc recent tri make deliveri unabl pleas call 07099833605 schedul ref 9280114
4364,ham,i forgot 2 ask    all smth   there s a card on da present lei    how     all want 2 write smth or sign on it ,forgot 2 ask smth card da present lei want 2 write smth sign
4365,ham,i m leaving my house now ,leav hous
4366,spam,hi babe its chloe  how r u  i was smashed on saturday night  it was great  how was your weekend  u been missing me  sp visionsms com text stop to stop 150p text,hi babe chloe r u smash saturday night great weekend u miss sp visionsm com text stop stop 150p text
4367,ham,   ready then call me   ,readi call
4368,ham,wewa is 130  iriver 255  all 128 mb ,wewa 130 iriv 255 128 mb
4369,ham,it is a good thing i m now getting the connection to bw,good thing get connect bw
4370,ham,sry da  jst nw only i came to home  ,sri da jst nw came home
4371,ham,that s cool he ll be here all night  lemme know when you re around,cool night lem know around
4372,ham,are you staying in town  ,stay town
4373,ham,haha yeah  2 oz is kind of a shitload,haha yeah 2 oz kind shitload
4374,ham,ok u can take me shopping when u get paid  d,ok u take shop u get paid
4375,ham,alright we ll bring it to you  see you in like   lt   gt   mins,alright bring see like lt gt min
4376,ham,but pls dont play in others life ,pl dont play other life
4377,ham,eatin my lunch   ,eatin lunch
4378,ham,hmmm but you should give it on one day  ,hmmm give one day
4379,ham,didn t try  g and i decided not to head out,tri g decid head
4380,ham,ok no prob,ok prob
4381,ham,surly ill give it to you    while coming to review ,surli ill give come review
4382,ham,by march ending  i should be ready  but will call you for sure  the problem is that my capital never complete  how far with you  how s work and the ladies,march end readi call sure problem capit never complet far work ladi
4383,ham,pls give her the food preferably pap very slowly with loads of sugar  you can take up to an hour to give it  and then some water  very very slowly ,pl give food prefer pap slowli load sugar take hour give water slowli
4384,spam,urgent  your mobile no 07808726822 was awarded a   2 000 bonus caller prize on 02 09 03  this is our 2nd attempt to contact you  call 0871 872 9758 box95qu,urgent mobil 07808726822 award 2 000 bonu caller prize 02 09 03 2nd attempt contact call 0871 872 9758 box95qu
4385,ham,a guy who gets used but is too dumb to realize it ,guy get use dumb realiz
4386,ham,okey dokey  i   ll be over in a bit just sorting some stuff out ,okey dokey bit sort stuff
4387,ham,yes fine ,ye fine
4388,ham,i liked the new mobile,like new mobil
4389,ham,anytime   ,anytim
4390,ham,mmmmmmm  snuggles into you      deep contented sigh       whispers      i fucking love you so much i can barely stand it    ,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand
4391,ham,yar but they say got some error ,yar say got error
4392,ham,hey anyway i have to    ,hey anyway
4393,ham,wow so healthy  old airport rd lor  cant thk of anything else  but i ll b bathing my dog later ,wow healthi old airport rd lor cant thk anyth els b bath dog later
4394,ham,wif my family booking tour package ,wif famili book tour packag
4395,ham,did you say bold  then torch later  or one torch and 2bold ,say bold torch later one torch 2bold
4396,ham,haha awesome  i might need to take you up on that  what you doin tonight ,haha awesom might need take doin tonight
4397,ham,ya i knw u vl giv  its ok thanks kano  anyway enjoy wit ur family wit 1st salary        ,ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit 1st salari
4398,ham,huh so slow i tot u reach long ago liao    u 2 more days only i 4 more leh   ,huh slow tot u reach long ago liao u 2 day 4 leh
4399,ham,thats cool princess  i will cover your face in hot sticky cum   ,that cool princess cover face hot sticki cum
4400,ham,big brother   s really scraped the barrel with this shower of social misfits,big brother realli scrape barrel shower social misfit
4401,ham,oops i thk i dun haf enuff    i go check then tell     ,oop thk dun haf enuff go check tell
4402,ham,s  8 min to go for lunch  ,8 min go lunch
4403,ham,hey  what happened  u switch off ur cell d whole day  this isnt good  now if u do care  give me a call tomorrow ,hey happen u switch ur cell whole day isnt good u care give call tomorrow
4404,ham,k will do  addie  amp  i are doing some art so i ll be here when you get home,k addi amp art get home
4405,ham,aiyo    her lesson so early    i m still sleepin  haha    okie  u go home liao den confirm w me lor   ,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor
4406,ham,forgot to tell    smth   can    like number the sections so that it s clearer  ,forgot tell smth like number section clearer
4407,ham,yup  anything lor  if u dun wan it s ok   ,yup anyth lor u dun wan ok
4408,ham,i m home  my love     if your still awake      loving kiss ,home love still awak love kiss
4409,ham,hello peach  my cake tasts lush ,hello peach cake tast lush
4410,spam,free game  get rayman golf 4 free from the o2 games arcade  1st get ur games settings  reply post  then save   activ8  press 0 key for arcade  termsapply,free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli
4411,ham,there ll be a minor shindig at my place later tonight  you interested ,minor shindig place later tonight interest
4412,ham,jason says it s cool if we pick some up from his place in like an hour,jason say cool pick place like hour
4413,spam,had your mobile 10 mths  update to the latest camera video phones for free  keep ur same number  get extra free mins texts  text yes for a call,mobil 10 mth updat latest camera video phone free keep ur number get extra free min text text ye call
4414,ham,i  career tel  have added u as a contact on indyarocks com to send free sms  to remove from phonebook   sms no to   lt   gt ,career tel ad u contact indyarock com send free sm remov phonebook sm lt gt
4415,ham,i ve reached already ,reach alreadi
4416,ham,i dont know ask to my brother  nothing problem some thing that  just i told  ,dont know ask brother noth problem thing told
4417,ham,k  eng rocking in ashes  ,k eng rock ash
4418,ham,wat time r    going to xin s hostel ,wat time r go xin hostel
4419,ham,good morning my dear shijutta            have a great  amp  successful day ,good morn dear shijutta great amp success day
4420,ham,oh k  after that placement there ah ,oh k placement ah
4421,ham,not for possession  especially not first offense,possess especi first offens
4422,ham,nt only for driving even for many reasons she is called bbd  thts it chikku  then hw abt dvg cold  heard tht vinobanagar violence hw is the condition  and hw ru   any problem ,nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem
4423,ham,i bought the test yesterday  its something that lets you know the exact day u ovulate when will get 2u in about 2 to 3wks  but pls pls dont fret  i know u r worried  pls relax  also is there anything in ur past history u need to tell me ,bought test yesterday someth let know exact day u ovul get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell
4424,ham,we have pizza if u want,pizza u want
4425,ham,i keep seeing weird shit and bein all  woah   then realising it s actually reasonable and i m all   oh   ,keep see weird shit bein woah realis actual reason oh
4426,ham,many more happy returns of the day  i wish you happy birthday ,mani happi return day wish happi birthday
4427,ham, thinking of u    x   ,think u x
4428,ham,orh i tot u say she now still dun believe ,orh tot u say still dun believ
4429,ham,when you just put in the   sign  choose my number and the pin will show  right ,put sign choos number pin show right
